cohort,scope,outcome_id,adjustment,exposure_model,analysis_family,outcome_coding_status,n,people,parameters,matrix_rank,events,model_status,any_withdrawal_n,any_withdrawal_events,any_withdrawal_nonevents,warnings,term,estimate_scale,estimate,standard_error,ci_low,ci_high,p_value,loss_1_n,loss_1_events,loss_1_nonevents,loss_2plus_n,loss_2plus_events,loss_2plus_nonevents,alcohol_loss_n,alcohol_loss_events,alcohol_loss_nonevents,activity_loss_n,activity_loss_events,activity_loss_nonevents,work_loss_n,work_loss_events,work_loss_nonevents,standardized_estimate,standardized_standard_error,standardized_ci_low,standardized_ci_high,extended_loss_1_n,extended_loss_1_events,extended_loss_1_nonevents,extended_loss_2plus_n,extended_loss_2plus_events,extended_loss_2plus_nonevents,work_exit_retirement_n,work_exit_retirement_events,work_exit_retirement_nonevents,work_exit_no_retirement_n,work_exit_no_retirement_events,work_exit_no_retirement_nonevents
charls,all_primary_wave_intervals,incident_stroke,full,any_withdrawal,core,PASS_BASELINE_FREE_RISK_SET,2101,1657,13,13,73.0,NOT_EVALUABLE_EPV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,incident_stroke,full,score_categorical,core,PASS_BASELINE_FREE_RISK_SET,2101,1657,14,14,73.0,NOT_EVALUABLE_EPV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,incident_stroke,full,mutually_adjusted_components,core,PASS_BASELINE_FREE_RISK_SET,2101,1657,15,15,73.0,NOT_EVALUABLE_EPV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,incident_any_adl,basic,any_withdrawal,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,2197,1712,8,8,364.0,PASS,896.0,167.0,729.0,,any_withdrawal,risk_ratio,1.1501164073440713,0.0983282423807377,0.9485159699412326,1.394565608129918,0.154907008673872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,incident_any_adl,basic,score_categorical,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,2197,1712,9,9,364.0,PASS,,,,,loss_1,risk_ratio,1.145884350386292,0.1031130478650984,0.9362046690950598,1.4025255243913872,0.186616635019288,741.0,138.0,603.0,155.0,29.0,126.0,,,,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,incident_any_adl,basic,score_categorical,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,2197,1712,9,9,364.0,PASS,,,,,loss_2plus,risk_ratio,1.1727225535191306,0.1853574261359467,0.8154902074187945,1.686443534233829,0.3900251313702655,741.0,138.0,603.0,155.0,29.0,126.0,,,,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,incident_any_adl,basic,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,2197,1712,10,10,364.0,PASS,,,,,alcohol_loss,risk_ratio,1.1902566354160071,0.1661941724969095,0.859361464502124,1.6485622368145323,0.2946456730726444,,,,,,,187.0,34.0,153.0,537.0,105.0,432.0,338.0,59.0,279.0,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,incident_any_adl,basic,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,2197,1712,10,10,364.0,PASS,,,,,activity_loss,risk_ratio,1.184310059750946,0.1057636984384969,0.962585233126729,1.4571076610756932,0.1097277261116435,,,,,,,187.0,34.0,153.0,537.0,105.0,432.0,338.0,59.0,279.0,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,incident_any_adl,basic,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,2197,1712,10,10,364.0,PASS,,,,,work_loss,risk_ratio,0.9675255345454364,0.129975559937093,0.7499408978087392,1.2482392448960318,0.799497520125627,,,,,,,187.0,34.0,153.0,537.0,105.0,432.0,338.0,59.0,279.0,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,incident_any_adl,full,any_withdrawal,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,1738,1414,13,13,284.0,PASS,707.0,128.0,579.0,,any_withdrawal,risk_ratio,1.033762084864454,0.1107056320426295,0.8321235146379671,1.2842613257579285,0.7642256075044822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,incident_any_adl,full,score_categorical,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,1738,1414,14,14,284.0,PASS,,,,,loss_1,risk_ratio,1.0449029116993769,0.1160248909029015,0.8323679953502717,1.3117060014043211,0.7050044463918766,589.0,107.0,482.0,118.0,21.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,incident_any_adl,full,score_categorical,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,1738,1414,14,14,284.0,PASS,,,,,loss_2plus,risk_ratio,0.975229755611802,0.2137438663414842,0.6414574225032592,1.4826752998182395,0.9065851280814122,589.0,107.0,482.0,118.0,21.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,incident_any_adl,full,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,1738,1414,15,15,284.0,PASS,,,,,alcohol_loss,risk_ratio,0.9772194903836576,0.2134896606541658,0.6430864984004545,1.4849603198962458,0.9140435817283508,,,,,,,127.0,20.0,107.0,427.0,85.0,342.0,277.0,46.0,231.0,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,incident_any_adl,full,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,1738,1414,15,15,284.0,PASS,,,,,activity_loss,risk_ratio,1.1209129641415194,0.1176973485248565,0.8899953291870473,1.4117443451396634,0.3321436038472533,,,,,,,127.0,20.0,107.0,427.0,85.0,342.0,277.0,46.0,231.0,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,incident_any_adl,full,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,1738,1414,15,15,284.0,PASS,,,,,work_loss,risk_ratio,0.8962014716482822,0.1467703474954908,0.6721628512671559,1.1949144113965893,0.4552585902841024,,,,,,,127.0,20.0,107.0,427.0,85.0,342.0,277.0,46.0,231.0,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,multimorbidity_progression,basic,any_withdrawal,core,PASS_STRICT_COMMON_SIX,2569,1940,9,9,482.0,PASS,1062.0,205.0,857.0,,any_withdrawal,risk_ratio,1.030113071593822,0.0807938868792788,0.8792512956957931,1.2068596833044576,0.7134600611063187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,multimorbidity_progression,basic,score_categorical,core,PASS_STRICT_COMMON_SIX,2569,1940,10,10,482.0,PASS,,,,,loss_1,risk_ratio,1.0404716976348305,0.0850194330418701,0.8807681443053191,1.2291331840037891,0.6407515930297272,863.0,167.0,696.0,199.0,38.0,161.0,,,,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,multimorbidity_progression,basic,score_categorical,core,PASS_STRICT_COMMON_SIX,2569,1940,10,10,482.0,PASS,,,,,loss_2plus,risk_ratio,0.982865508219663,0.1577852139747388,0.7214181708181279,1.339063314904269,0.912778250929681,863.0,167.0,696.0,199.0,38.0,161.0,,,,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,multimorbidity_progression,basic,mutually_adjusted_components,core,PASS_STRICT_COMMON_SIX,2569,1940,11,11,482.0,PASS,,,,,alcohol_loss,risk_ratio,0.898550171011093,0.1496281085868396,0.6701602342520264,1.204775169516294,0.4746559657219941,,,,,,,228.0,40.0,188.0,640.0,129.0,511.0,409.0,77.0,332.0,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,multimorbidity_progression,basic,mutually_adjusted_components,core,PASS_STRICT_COMMON_SIX,2569,1940,11,11,482.0,PASS,,,,,activity_loss,risk_ratio,1.1065801253262737,0.0909023585710636,0.9259907276593732,1.3223885911496436,0.2652364136484053,,,,,,,228.0,40.0,188.0,640.0,129.0,511.0,409.0,77.0,332.0,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,multimorbidity_progression,basic,mutually_adjusted_components,core,PASS_STRICT_COMMON_SIX,2569,1940,11,11,482.0,PASS,,,,,work_loss,risk_ratio,0.9564905783037944,0.1094086859778894,0.7718836718512576,1.185248839620776,0.6843100649520634,,,,,,,228.0,40.0,188.0,640.0,129.0,511.0,409.0,77.0,332.0,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,multimorbidity_progression,full,any_withdrawal,core,PASS_STRICT_COMMON_SIX,2102,1652,13,13,421.0,PASS,862.0,178.0,684.0,,any_withdrawal,risk_ratio,1.0231456476226055,0.0857259319944487,0.8649030239529562,1.2103403355727194,0.7895317982540284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,multimorbidity_progression,full,score_categorical,core,PASS_STRICT_COMMON_SIX,2102,1652,14,14,421.0,PASS,,,,,loss_1,risk_ratio,1.0359187280815172,0.0904629913607676,0.8676077980159436,1.2368810119550218,0.6964701224797941,703.0,145.0,558.0,159.0,33.0,126.0,,,,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,multimorbidity_progression,full,score_categorical,core,PASS_STRICT_COMMON_SIX,2102,1652,14,14,421.0,PASS,,,,,loss_2plus,risk_ratio,0.9661866933480756,0.1682745737493984,0.6947450722874439,1.343682400408095,0.8380275743019964,703.0,145.0,558.0,159.0,33.0,126.0,,,,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,multimorbidity_progression,full,mutually_adjusted_components,core,PASS_STRICT_COMMON_SIX,2102,1652,15,15,421.0,PASS,,,,,alcohol_loss,risk_ratio,0.8215549842082488,0.1674511473594808,0.5917005319605749,1.1406996539972492,0.2404697476180619,,,,,,,169.0,31.0,138.0,527.0,115.0,412.0,336.0,66.0,270.0,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,multimorbidity_progression,full,mutually_adjusted_components,core,PASS_STRICT_COMMON_SIX,2102,1652,15,15,421.0,PASS,,,,,activity_loss,risk_ratio,1.1382823074149466,0.0956635664826437,0.9436718717938212,1.3730266315037356,0.1757633618934662,,,,,,,169.0,31.0,138.0,527.0,115.0,412.0,336.0,66.0,270.0,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,multimorbidity_progression,full,mutually_adjusted_components,core,PASS_STRICT_COMMON_SIX,2102,1652,15,15,421.0,PASS,,,,,work_loss,risk_ratio,0.913522297725437,0.1177899104424909,0.7251973338388402,1.1507529737099351,0.4425636361014533,,,,,,,169.0,31.0,138.0,527.0,115.0,412.0,336.0,66.0,270.0,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,mortality,basic,any_withdrawal,core,PASS_SOURCE_STATUS,2875,2157,8,8,114.0,PASS,1204.0,63.0,1141.0,,any_withdrawal,risk_ratio,1.5562276652702325,0.1843318872019,1.0843501520735996,2.2334524890517637,0.01642712412353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,mortality,basic,score_categorical,core,PASS_SOURCE_STATUS,2875,2157,9,9,114.0,PASS,,,,,loss_1,risk_ratio,1.212930834267997,0.209749205657321,0.804076165623793,1.829678918012348,0.357397543168771,966.0,38.0,928.0,238.0,25.0,213.0,,,,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,mortality,basic,score_categorical,core,PASS_SOURCE_STATUS,2875,2157,9,9,114.0,PASS,,,,,loss_2plus,risk_ratio,3.1063628896676665,0.2528640432718398,1.892404296471487,5.099063884126964,7.378803253747252e-06,966.0,38.0,928.0,238.0,25.0,213.0,,,,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,mortality,basic,mutually_adjusted_components,core,PASS_SOURCE_STATUS,2875,2157,10,10,114.0,PASS,,,,,alcohol_loss,risk_ratio,2.08757872324118,0.2391378814352197,1.3064365681341423,3.335779962094421,0.0020857486025598,,,,,,,268.0,22.0,246.0,736.0,42.0,694.0,463.0,30.0,433.0,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,mortality,basic,mutually_adjusted_components,core,PASS_SOURCE_STATUS,2875,2157,10,10,114.0,PASS,,,,,activity_loss,risk_ratio,1.5080041809458236,0.1874244437006044,1.0443992947941385,2.177401517872843,0.0283977491842247,,,,,,,268.0,22.0,246.0,736.0,42.0,694.0,463.0,30.0,433.0,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,mortality,basic,mutually_adjusted_components,core,PASS_SOURCE_STATUS,2875,2157,10,10,114.0,PASS,,,,,work_loss,risk_ratio,1.7230082972576035,0.2024507080111356,1.1586733383353502,2.562204112406451,0.007200454736919,,,,,,,268.0,22.0,246.0,736.0,42.0,694.0,463.0,30.0,433.0,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,mortality,full,any_withdrawal,core,PASS_SOURCE_STATUS,2286,1808,13,13,84.0,NOT_EVALUABLE_EPV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,mortality,full,score_categorical,core,PASS_SOURCE_STATUS,2286,1808,14,14,84.0,NOT_EVALUABLE_EPV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,mortality,full,mutually_adjusted_components,core,PASS_SOURCE_STATUS,2286,1808,15,15,84.0,NOT_EVALUABLE_EPV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,incident_heart_disease,basic,any_withdrawal,core,PASS_BASELINE_FREE_RISK_SET,2255,1701,8,8,123.0,PASS,911.0,46.0,865.0,,any_withdrawal,risk_ratio,0.8558829595760787,0.1852324757739597,0.5953114155124372,1.2305083044008982,0.4008285950764084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,incident_heart_disease,basic,score_categorical,core,PASS_BASELINE_FREE_RISK_SET,2255,1701,9,9,123.0,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,,,,,,,,,,746.0,39.0,707.0,165.0,7.0,158.0,,,,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,incident_heart_disease,basic,mutually_adjusted_components,core,PASS_BASELINE_FREE_RISK_SET,2255,1701,10,10,123.0,NOT_EVALUABLE_ALCOHOL_LOSS_EVENTS,,,,,,,,,,,,,,,,,,200.0,7.0,193.0,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,incident_heart_disease,full,any_withdrawal,core,PASS_BASELINE_FREE_RISK_SET,1812,1430,13,13,109.0,NOT_EVALUABLE_EPV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,incident_heart_disease,full,score_categorical,core,PASS_BASELINE_FREE_RISK_SET,1812,1430,14,14,109.0,NOT_EVALUABLE_EPV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,incident_heart_disease,full,mutually_adjusted_components,core,PASS_BASELINE_FREE_RISK_SET,1812,1430,15,15,109.0,NOT_EVALUABLE_EPV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,incident_hypertension,basic,any_withdrawal,core,PASS_BASELINE_FREE_RISK_SET,1755,1335,8,8,178.0,PASS,698.0,76.0,622.0,,any_withdrawal,risk_ratio,1.0042753242705489,0.1451594728207282,0.7556015230255613,1.3347894309426864,0.9765536903354488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,incident_hypertension,basic,score_categorical,core,PASS_BASELINE_FREE_RISK_SET,1755,1335,9,9,178.0,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,,,,,,,,,,576.0,61.0,515.0,122.0,15.0,107.0,,,,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,incident_hypertension,basic,mutually_adjusted_components,core,PASS_BASELINE_FREE_RISK_SET,1755,1335,10,10,178.0,NOT_EVALUABLE_ALCOHOL_LOSS_EVENTS,,,,,,,,,,,,,,,,,,156.0,17.0,139.0,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,incident_hypertension,full,any_withdrawal,core,PASS_BASELINE_FREE_RISK_SET,1399,1109,13,13,144.0,PASS,547.0,64.0,483.0,,any_withdrawal,risk_ratio,1.0640685631911244,0.1617076409154347,0.7750394681452761,1.460882901720035,0.7009596838788452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,incident_hypertension,full,score_categorical,core,PASS_BASELINE_FREE_RISK_SET,1399,1109,14,14,144.0,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,,,,,,,,,,455.0,50.0,405.0,92.0,14.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,incident_hypertension,full,mutually_adjusted_components,core,PASS_BASELINE_FREE_RISK_SET,1399,1109,15,15,144.0,NOT_EVALUABLE_EPV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,incident_any_iadl,basic,any_withdrawal,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,2115,1665,8,8,376.0,PASS,835.0,164.0,671.0,,any_withdrawal,risk_ratio,1.0881995347576507,0.0947338890373034,0.9037970164817374,1.3102258647151614,0.3722690446550555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,incident_any_iadl,basic,score_categorical,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,2115,1665,9,9,376.0,PASS,,,,,loss_1,risk_ratio,1.0838094819152202,0.0996363376858108,0.8915430971709398,1.31753921578972,0.4192294219745602,695.0,137.0,558.0,140.0,27.0,113.0,,,,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,incident_any_iadl,basic,score_categorical,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,2115,1665,9,9,376.0,PASS,,,,,loss_2plus,risk_ratio,1.1132274171102554,0.1882868222911025,0.7696864837638394,1.610103994740557,0.5688942438919561,695.0,137.0,558.0,140.0,27.0,113.0,,,,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,incident_any_iadl,basic,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,2115,1665,10,10,376.0,PASS,,,,,alcohol_loss,risk_ratio,1.1702878875467162,0.1617362677402408,0.8523589965122876,1.6068038764682782,0.3309209946997128,,,,,,,181.0,35.0,146.0,501.0,99.0,402.0,306.0,59.0,247.0,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,incident_any_iadl,basic,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,2115,1665,10,10,376.0,PASS,,,,,activity_loss,risk_ratio,1.056133719698169,0.1060461374593735,0.8579308266618176,1.3001263029835977,0.6065461341424134,,,,,,,181.0,35.0,146.0,501.0,99.0,402.0,306.0,59.0,247.0,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,incident_any_iadl,basic,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,2115,1665,10,10,376.0,PASS,,,,,work_loss,risk_ratio,1.0183571187225804,0.1264288052755285,0.7948473112526162,1.3047175307401435,0.8855947021633412,,,,,,,181.0,35.0,146.0,501.0,99.0,402.0,306.0,59.0,247.0,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,incident_any_iadl,full,any_withdrawal,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,1674,1373,13,13,307.0,PASS,650.0,129.0,521.0,,any_withdrawal,risk_ratio,1.0092432139084486,0.1033346034884428,0.8242088319405585,1.2358177021982135,0.9290513227279836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,incident_any_iadl,full,score_categorical,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,1674,1373,14,14,307.0,PASS,,,,,loss_1,risk_ratio,1.001563134138732,0.1103609350567399,0.806749922354253,1.2434196569098828,0.9887080946113084,544.0,107.0,437.0,106.0,22.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,incident_any_iadl,full,score_categorical,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,1674,1373,14,14,307.0,PASS,,,,,loss_2plus,risk_ratio,1.051520609039322,0.197974160801494,0.7133487059888233,1.550007145105483,0.7996833479401191,544.0,107.0,437.0,106.0,22.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,incident_any_iadl,full,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,1674,1373,15,15,307.0,PASS,,,,,alcohol_loss,risk_ratio,1.2320037203415082,0.179289204426734,0.866963416469508,1.7507464999115117,0.2445387409228383,,,,,,,124.0,27.0,97.0,396.0,81.0,315.0,244.0,45.0,199.0,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,incident_any_iadl,full,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,1674,1373,15,15,307.0,PASS,,,,,activity_loss,risk_ratio,0.9975702557475732,0.1141497595813594,0.7975887872903642,1.247693587234437,0.9829971823403866,,,,,,,124.0,27.0,97.0,396.0,81.0,315.0,244.0,45.0,199.0,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,incident_any_iadl,full,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,1674,1373,15,15,307.0,PASS,,,,,work_loss,risk_ratio,0.9434350621311286,0.1426587104844401,0.7133139180136023,1.2477952469187537,0.6831553694382164,,,,,,,124.0,27.0,97.0,396.0,81.0,315.0,244.0,45.0,199.0,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,iadl_count_increase,basic,any_withdrawal,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,2650,1997,9,9,478.0,PASS,1092.0,221.0,871.0,,any_withdrawal,risk_ratio,1.1519645540565044,0.0835296835778745,0.977999247181668,1.3568745964035491,0.0903346695301482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,iadl_count_increase,basic,score_categorical,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,2650,1997,10,10,478.0,PASS,,,,,loss_1,risk_ratio,1.148096068255566,0.0874942152904082,0.967170449011793,1.3628668899992584,0.1144629656873597,893.0,182.0,711.0,199.0,39.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,iadl_count_increase,basic,score_categorical,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,2650,1997,10,10,478.0,PASS,,,,,loss_2plus,risk_ratio,1.1725645915382674,0.1597946535662713,0.8572733434754622,1.6038148529794545,0.3191351205758752,893.0,182.0,711.0,199.0,39.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,iadl_count_increase,basic,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,2650,1997,11,11,478.0,PASS,,,,,alcohol_loss,risk_ratio,1.2763463537029214,0.1382969763424726,0.973307214037892,1.6737367103777794,0.0776763375110611,,,,,,,229.0,48.0,181.0,665.0,137.0,528.0,414.0,78.0,336.0,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,iadl_count_increase,basic,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,2650,1997,11,11,478.0,PASS,,,,,activity_loss,risk_ratio,1.1367073099775524,0.09139254380104,0.9502878543179164,1.3596969620156096,0.1609040980649352,,,,,,,229.0,48.0,181.0,665.0,137.0,528.0,414.0,78.0,336.0,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,iadl_count_increase,basic,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,2650,1997,11,11,478.0,PASS,,,,,work_loss,risk_ratio,0.9885630222546512,0.1131842115353072,0.7918843970126348,1.2340902948156678,0.919050565745815,,,,,,,229.0,48.0,181.0,665.0,137.0,528.0,414.0,78.0,336.0,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,iadl_count_increase,full,any_withdrawal,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,2114,1670,14,14,393.0,PASS,865.0,177.0,688.0,,any_withdrawal,risk_ratio,1.073492592144084,0.0901251987888883,0.8996722883070082,1.2808956776436564,0.4313539272108713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,iadl_count_increase,full,score_categorical,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,2114,1670,15,15,393.0,PASS,,,,,loss_1,risk_ratio,1.0675831156788005,0.0961702418217626,0.8841815296485553,1.2890268238644127,0.4964941979964696,708.0,145.0,563.0,157.0,32.0,125.0,,,,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,iadl_count_increase,full,score_categorical,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,2114,1670,15,15,393.0,PASS,,,,,loss_2plus,risk_ratio,1.1039644579812182,0.1676964904028382,0.7947153108311337,1.5335523399079574,0.5553232895479943,708.0,145.0,563.0,157.0,32.0,125.0,,,,,,,,,,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,iadl_count_increase,full,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,2114,1670,16,16,393.0,PASS,,,,,alcohol_loss,risk_ratio,1.3232465451692177,0.1531739762805715,0.9800739450867044,1.7865809290005823,0.0674651435416972,,,,,,,164.0,37.0,127.0,533.0,114.0,419.0,337.0,61.0,276.0,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,iadl_count_increase,full,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,2114,1670,16,16,393.0,PASS,,,,,activity_loss,risk_ratio,1.0829736149023763,0.0976616970526643,0.8943100032385446,1.3114376964671886,0.4143908650039737,,,,,,,164.0,37.0,127.0,533.0,114.0,419.0,337.0,61.0,276.0,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,iadl_count_increase,full,mutually_adjusted_components,core,PASS_STRICT_COMPLETE_ITEM_COUNTS,2114,1670,16,16,393.0,PASS,,,,,work_loss,risk_ratio,0.920886736171762,0.125952459912592,0.719441174637717,1.1787376240790182,0.512880012000807,,,,,,,164.0,37.0,127.0,533.0,114.0,419.0,337.0,61.0,276.0,,,,,,,,,,,,,,,,
charls,all_primary_wave_intervals,word_recall_change,basic,any_withdrawal,core,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,2242,1754,9,9,,PASS,903.0,,,,any_withdrawal,mean_difference,0.1457166732545175,0.1406413925561891,-0.1299353908911728,0.4213687374002078,0.3001617065322334,,,,,,,,,,,,,,,,0.0390084563435018,0.0376498001161121,-0.0347837959092098,0.1128007085962135,,,,,,,,,,,,
charls,all_primary_wave_intervals,word_recall_change,basic,score_categorical,core,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,2242,1754,10,10,,PASS,,,,,loss_1,mean_difference,0.090969530330143,0.1474399124781241,-0.1980073880107179,0.379946448671004,0.5372387326144457,740.0,,,163.0,,,,,,,,,,,,0.0243526075171513,0.0394697687007092,-0.053006717614365,0.1017119326486677,,,,,,,,,,,,
